DETAILS,MALES_UNDER5,FEMALES_UNDER5,TOTPOP,WHITE,BLACK,ASIAN,HISPANIC,BELOW_POVERTY_LINE,MEDIAN_INCOME,TOTAL_OCCUPIED_HOUSES,HOMEOWNER_OCCUPIED_HOUSES,SAME_HOUSE_AS_LAST_YEAR,POP_OVER25,LESS_THAN_HS,BACHELOR_OR_GREATER,STATE,COUNTY,TRACT
Census Tract 6; Knox County; Illinois,36,129,3492,2880,110,39,566,580,55682,1560,1009,3172,2620,232,712,17,095,000600
Census Tract 7; Knox County; Illinois,67,79,1885,1463,69,4,179,433,47522,807,613,1767,1207,106,149,17,095,000700
Census Tract 8; Knox County; Illinois,0,0,2513,1803,370,238,162,510,16683,959,69,1814,1140,194,112,17,095,000800
Census Tract 9; Knox County; Illinois,195,14,2053,1254,336,5,393,564,31364,854,410,1814,1262,286,61,17,095,000900
Census Tract 10; Knox County; Illinois,42,110,3709,3278,221,0,215,644,41547,1649,1042,3509,2749,502,429,17,095,001000
Census Tract 11; Knox County; Illinois,34,27,2252,1577,488,0,186,766,36514,955,611,2134,1484,313,75,17,095,001100
Census Tract 12; Knox County; Illinois,86,45,1516,1202,287,6,20,182,74375,615,420,1443,1005,50,321,17,095,001200
Census Tract 13; Knox County; Illinois,93,172,3838,3720,8,12,70,440,65208,1493,1224,3494,2599,93,579,17,095,001300
Census Tract 14; Knox County; Illinois,22,30,1596,1500,0,0,58,144,84216,721,620,1358,1243,59,310,17,095,001400
Census Tract 15; Knox County; Illinois,162,90,3908,3751,60,0,214,653,56083,1640,1268,3645,2686,229,456,17,095,001500
Census Tract 16; Knox County; Illinois,142,69,2933,2785,90,10,22,287,62148,1221,1036,2728,2073,105,352,17,095,001600
Census Tract 8601.03; Lake County; Illinois,68,46,3692,3182,148,7,550,95,93417,1387,1275,3533,2797,142,794,17,097,860103
Census Tract 8601.04; Lake County; Illinois,16,17,2954,2664,22,0,233,200,81094,1370,1108,2674,2340,91,447,17,097,860104
Census Tract 8601.05; Lake County; Illinois,163,210,5019,2652,1137,191,1549,650,76710,1809,1242,4417,3293,322,743,17,097,860105
Census Tract 8601.06; Lake County; Illinois,41,137,2996,1490,629,430,1275,168,97567,1207,639,2819,2025,193,308,17,097,860106
Census Tract 8602; Lake County; Illinois,163,95,4042,2025,824,87,1569,322,68202,1275,900,3329,2568,367,353,17,097,860200
Census Tract 8603.01; Lake County; Illinois,102,164,3616,1478,897,55,1543,738,66362,1141,708,3125,2144,459,358,17,097,860301
Census Tract 8603.02; Lake County; Illinois,97,123,2507,1009,1005,43,865,561,46103,1033,361,2001,1715,369,125,17,097,860302
Census Tract 8604; Lake County; Illinois,142,59,6424,2900,482,128,3239,151,81417,2464,1333,5776,4008,726,1034,17,097,860400
Census Tract 8605; Lake County; Illinois,119,104,4195,1553,1066,69,1811,817,46895,1567,1034,3704,2546,543,467,17,097,860500
Census Tract 8606; Lake County; Illinois,250,337,8130,4521,1460,0,3355,1544,49925,2982,2015,6984,4952,750,587,17,097,860600
Census Tract 8608.05; Lake County; Illinois,131,75,2047,1940,17,0,129,228,78237,767,593,1634,1395,50,328,17,097,860805
Census Tract 8608.06; Lake County; Illinois,183,150,5130,3981,488,113,371,435,83591,1808,1217,4434,3171,280,1076,17,097,860806
Census Tract 8608.07; Lake County; Illinois,29,89,3404,3175,16,31,261,339,66908,1791,1380,3161,2767,263,528,17,097,860807
Census Tract 8608.08; Lake County; Illinois,37,98,2431,2170,0,25,160,249,95357,1078,1016,2140,1935,144,462,17,097,860808
Census Tract 8608.09; Lake County; Illinois,34,44,3165,2631,0,227,117,180,132014,1237,1093,2933,2236,35,1051,17,097,860809
Census Tract 8608.11; Lake County; Illinois,65,152,4772,4129,122,146,285,252,123938,1803,1511,3759,3210,165,1454,17,097,860811
Census Tract 8608.12; Lake County; Illinois,115,28,3538,2918,63,239,267,405,141696,1141,830,3340,2136,42,981,17,097,860812
Census Tract 8608.13; Lake County; Illinois,17,69,3011,2613,0,10,444,145,98926,1283,1022,2587,2375,151,613,17,097,860813
Census Tract 8609.03; Lake County; Illinois,140,167,6295,4975,230,71,802,871,62109,2885,1875,5484,4610,449,1162,17,097,860903
Census Tract 8609.05; Lake County; Illinois,100,184,5588,4621,56,146,1505,549,91283,1907,1495,5059,3657,509,816,17,097,860905
Census Tract 8609.06; Lake County; Illinois,433,327,11000,7688,843,601,2341,765,116410,3782,3227,9478,6974,530,2675,17,097,860906
Census Tract 8609.07; Lake County; Illinois,399,7,3283,2543,0,390,342,189,100875,1183,624,2762,2186,112,730,17,097,860907
Census Tract 8609.08; Lake County; Illinois,6,64,1819,1611,0,0,287,318,-666666666,856,608,1662,1509,63,259,17,097,860908
Census Tract 8610.07; Lake County; Illinois,139,59,3975,3421,70,280,194,78,134444,1304,1275,3762,2483,77,1324,17,097,861007
Census Tract 8610.08; Lake County; Illinois,219,173,5432,4515,78,213,714,376,111029,1910,1544,5129,3695,192,1301,17,097,861008
Census Tract 8610.09; Lake County; Illinois,352,132,5178,3905,281,414,748,80,136680,1816,1425,4570,3395,122,1598,17,097,861009
Census Tract 8610.10; Lake County; Illinois,203,120,5760,3949,390,465,1067,191,115691,1887,1742,5415,3562,209,1151,17,097,861010
Census Tract 8610.11; Lake County; Illinois,134,315,7483,5170,245,290,2096,227,128958,2456,2351,7102,4947,311,1527,17,097,861011
Census Tract 8610.12; Lake County; Illinois,50,191,5341,4833,21,21,1674,601,92321,1887,1251,4903,3406,229,1275,17,097,861012
Census Tract 8610.13; Lake County; Illinois,68,89,3579,2844,340,193,288,168,103894,1347,896,2660,2344,123,978,17,097,861013
Census Tract 8610.14; Lake County; Illinois,70,144,3143,2446,18,118,660,126,110586,1083,978,2847,2132,151,610,17,097,861014
Census Tract 8611.05; Lake County; Illinois,201,95,4607,3231,786,218,396,324,91731,1908,1214,3458,3162,140,1658,17,097,861105
Census Tract 8611.06; Lake County; Illinois,350,186,7390,5436,442,329,957,613,115123,2805,2285,6090,4880,94,3000,17,097,861106
Census Tract 8611.07; Lake County; Illinois,224,109,4070,3178,401,177,489,88,160417,1376,1328,3801,2711,6,1812,17,097,861107
Census Tract 8611.08; Lake County; Illinois,218,135,6172,4966,259,243,544,393,122917,2200,1671,5401,4222,118,2349,17,097,861108
Census Tract 8612.01; Lake County; Illinois,181,153,5849,2839,250,20,3892,718,72794,1720,1370,5544,3682,1243,278,17,097,861201
Census Tract 8612.02; Lake County; Illinois,188,21,4305,2892,54,97,1771,604,93714,1372,1120,4089,2610,310,526,17,097,861202
Census Tract 8613.01; Lake County; Illinois,87,136,5611,3277,357,159,2469,429,70361,2132,1455,4804,3639,750,545,17,097,861301
Census Tract 8613.03; Lake County; Illinois,216,303,5268,3228,512,0,3490,722,69740,1324,1033,4768,3021,1016,391,17,097,861303
Census Tract 8613.04; Lake County; Illinois,99,79,3046,1690,40,4,2077,431,75179,897,672,2875,1781,636,194,17,097,861304
Census Tract 8614.02; Lake County; Illinois,145,290,8546,4981,491,1222,2565,682,87087,3252,2341,6918,5760,660,1962,17,097,861402
Census Tract 8614.03; Lake County; Illinois,84,179,2553,1327,69,30,1427,437,56923,772,564,2322,1422,347,190,17,097,861403
Census Tract 8614.04; Lake County; Illinois,248,136,6224,3328,231,272,3870,983,70912,1861,1310,5483,3560,1226,587,17,097,861404
Census Tract 8615.04; Lake County; Illinois,90,260,9100,2214,665,2914,4165,605,78219,3077,1386,8040,5746,694,2460,17,097,861504
Census Tract 8615.05; Lake County; Illinois,96,59,3510,2260,163,463,460,139,124659,1260,1200,3182,2540,70,1494,17,097,861505
Census Tract 8615.06; Lake County; Illinois,70,95,5449,2346,1869,564,1034,764,77412,2305,1326,4517,3954,398,1427,17,097,861506
Census Tract 8615.07; Lake County; Illinois,83,41,2673,2095,44,28,739,205,100000,922,753,2277,1695,220,467,17,097,861507
Census Tract 8615.08; Lake County; Illinois,166,119,4193,2482,442,821,555,207,86294,1645,880,3371,2533,129,1422,17,097,861508
Census Tract 8615.09; Lake County; Illinois,86,71,3256,2159,459,215,439,321,96818,1430,831,2914,2368,93,1179,17,097,861509
Census Tract 8615.10; Lake County; Illinois,165,37,4215,2270,394,307,1398,105,79250,1751,1023,3750,2985,311,973,17,097,861510
Census Tract 8616.03; Lake County; Illinois,32,58,7399,5982,314,499,643,116,125865,2782,2270,6455,5079,46,3253,17,097,861603
Census Tract 8616.04; Lake County; Illinois,62,82,5540,4107,304,666,631,166,136250,2071,1799,5169,3747,108,2287,17,097,861604
Census Tract 8616.07; Lake County; Illinois,100,79,4259,3396,238,149,323,273,81729,1791,1098,3719,3075,108,967,17,097,861607
Census Tract 8616.08; Lake County; Illinois,121,95,3805,2935,402,44,636,52,112176,1327,1128,2809,2538,202,995,17,097,861608
Census Tract 8616.09; Lake County; Illinois,67,69,4807,2648,395,1275,464,208,138409,1636,1351,4464,3054,106,1925,17,097,861609
Census Tract 8616.10; Lake County; Illinois,39,158,3659,2586,240,535,270,192,134239,1344,1170,2872,2539,128,1452,17,097,861610
Census Tract 8616.11; Lake County; Illinois,107,42,3821,2736,68,551,433,71,192480,1249,1228,3589,2483,46,1724,17,097,861611
Census Tract 8617.01; Lake County; Illinois,147,26,1992,1031,273,53,1010,205,84907,616,498,1830,1244,140,218,17,097,861701
Census Tract 8617.02; Lake County; Illinois,133,47,4235,1826,594,60,2212,317,91676,1401,1174,3845,2628,392,921,17,097,861702
Census Tract 8618.03; Lake County; Illinois,83,481,7498,2722,1394,559,3788,425,78228,2467,1178,5656,4624,1079,789,17,097,861803
Census Tract 8618.04; Lake County; Illinois,41,251,3597,977,690,93,2129,991,51556,1203,612,3260,2371,550,314,17,097,861804
Census Tract 8619.01; Lake County; Illinois,129,46,2979,1690,167,53,1640,170,83063,1114,920,2742,1985,585,333,17,097,861901
Census Tract 8619.02; Lake County; Illinois,325,183,7469,3029,1556,444,3786,1380,44431,2980,1078,5481,4568,790,892,17,097,861902
Census Tract 8620; Lake County; Illinois,164,112,6291,1447,805,73,4696,1296,67649,2074,913,5457,3959,1290,585,17,097,862000
Census Tract 8621; Lake County; Illinois,253,95,5674,2750,798,75,3173,776,63902,1874,849,4853,3464,962,482,17,097,862100
Census Tract 8622; Lake County; Illinois,115,67,4059,1589,1009,75,1470,925,46450,1292,512,3090,2705,422,636,17,097,862200
Census Tract 8623; Lake County; Illinois,104,53,2778,456,1414,35,887,1087,33110,984,215,2234,1644,418,124,17,097,862300
Census Tract 8624.01; Lake County; Illinois,132,108,2966,1065,343,37,2037,520,50191,1203,432,2420,1997,556,363,17,097,862401
Census Tract 8624.02; Lake County; Illinois,40,36,3027,571,280,18,2588,503,62244,1036,495,2809,1985,693,134,17,097,862402
Census Tract 8625.01; Lake County; Illinois,169,150,3803,1330,307,0,3248,971,62036,1123,844,3619,2343,720,171,17,097,862501
Census Tract 8625.02; Lake County; Illinois,81,15,2663,572,450,0,1728,303,88580,543,412,2490,1603,659,81,17,097,862502
Census Tract 8626.03; Lake County; Illinois,26,223,6730,3193,1021,405,3949,786,59923,2559,1244,5480,4751,1193,691,17,097,862603
Census Tract 8626.04; Lake County; Illinois,99,114,4567,1918,367,345,3204,537,64531,1481,802,3929,2912,892,451,17,097,862604
Census Tract 8626.05; Lake County; Illinois,202,339,3836,1886,998,104,1664,480,36468,1570,598,3340,2545,584,341,17,097,862605
Census Tract 8627; Lake County; Illinois,100,178,3851,798,745,7,2695,383,53409,1162,529,3635,2026,680,180,17,097,862700
Census Tract 8628; Lake County; Illinois,144,130,1899,220,1220,28,394,796,25849,765,119,1592,1079,321,101,17,097,862800
Census Tract 8629.01; Lake County; Illinois,213,199,3760,622,1232,0,2354,616,55361,1111,441,3035,2118,846,149,17,097,862901
Census Tract 8629.02; Lake County; Illinois,137,102,2754,638,759,31,1859,500,54125,943,287,2109,1407,420,61,17,097,862902
Census Tract 8630.03; Lake County; Illinois,0,0,8811,5477,1472,539,2253,8,167857,26,0,2812,1414,0,302,17,097,863003
Census Tract 8630.04; Lake County; Illinois,157,274,4968,2643,1065,573,782,1286,42279,1842,20,3004,2699,82,1129,17,097,863004
Census Tract 8630.05; Lake County; Illinois,0,0,1473,792,330,68,387,0,-666666666,0,0,660,368,0,87,17,097,863005
Census Tract 8630.06; Lake County; Illinois,0,0,337,217,60,0,99,0,-666666666,0,0,138,20,0,0,17,097,863006
Census Tract 8631; Lake County; Illinois,132,93,2449,338,756,12,1370,665,36649,873,439,1953,1453,506,140,17,097,863100
Census Tract 8632.01; Lake County; Illinois,95,41,2846,859,919,28,1431,345,68462,1006,708,2658,2056,488,205,17,097,863201
Census Tract 8632.02; Lake County; Illinois,185,183,5739,4541,131,481,698,183,151563,2088,1781,4956,3810,105,2557,17,097,863202
Census Tract 8633; Lake County; Illinois,56,55,2327,2174,0,26,87,25,238304,906,765,1966,1620,10,1317,17,097,863300
Census Tract 8634; Lake County; Illinois,49,77,4353,3685,149,177,268,307,196852,1362,1080,3070,2588,56,2149,17,097,863400
Census Tract 8635; Lake County; Illinois,132,38,4439,3714,15,325,133,175,148889,2064,1665,3682,3384,25,2653,17,097,863500
Census Tract 8636.01; Lake County; Illinois,126,51,3419,2811,7,479,40,62,221250,1164,1108,2814,2261,25,1630,17,097,863601
Census Tract 8636.03; Lake County; Illinois,34,52,3469,2940,31,316,165,36,240118,1103,1029,2860,2191,96,1626,17,097,863603
Census Tract 8636.04; Lake County; Illinois,52,79,2897,2478,70,59,222,150,155645,1112,785,2507,2125,96,1415,17,097,863604
Census Tract 8637.01; Lake County; Illinois,32,102,4849,4363,31,261,258,433,128456,1899,1477,4336,3306,88,2149,17,097,863701
Census Tract 8637.02; Lake County; Illinois,82,112,4003,2967,74,563,376,241,79784,1973,1015,3133,2981,227,1781,17,097,863702
Census Tract 8638.01; Lake County; Illinois,243,193,4708,4188,69,208,211,122,165833,1864,1471,4034,3379,47,2407,17,097,863801
Census Tract 8639.02; Lake County; Illinois,63,79,6042,4094,83,1637,84,234,102097,2878,1825,5139,4653,82,3091,17,097,863902
Census Tract 8639.03; Lake County; Illinois,41,271,4252,3316,0,173,635,112,146154,1642,1273,3385,2907,78,2017,17,097,863903
Census Tract 8639.04; Lake County; Illinois,122,72,6662,4524,84,1836,300,76,200833,2162,2108,6251,4206,46,3596,17,097,863904
Census Tract 8640.01; Lake County; Illinois,195,102,6836,3319,18,852,3047,1316,97500,2300,1388,5530,4538,385,1542,17,097,864001
Census Tract 8640.02; Lake County; Illinois,411,120,5264,3188,242,73,3687,374,62473,1613,824,4634,3383,908,610,17,097,864002
Census Tract 8641.05; Lake County; Illinois,102,184,6416,4887,70,835,967,15,130821,2477,2311,5640,4647,164,2647,17,097,864105
Census Tract 8641.06; Lake County; Illinois,121,43,3737,2995,69,65,948,37,118044,1371,1331,3485,2657,247,1175,17,097,864106
Census Tract 8641.07; Lake County; Illinois,62,180,5458,3860,304,403,1375,180,123068,1831,1614,4991,3808,418,1875,17,097,864107
Census Tract 8641.08; Lake County; Illinois,112,186,5439,4105,26,199,1812,426,102560,2031,1747,5068,3964,489,1400,17,097,864108
Census Tract 8641.09; Lake County; Illinois,182,121,6246,4714,114,424,906,116,157894,2011,1917,5873,4035,110,2388,17,097,864109
Census Tract 8641.10; Lake County; Illinois,89,199,5985,4352,226,1135,249,618,56414,2670,2396,5663,4921,195,2139,17,097,864110
Census Tract 8642.03; Lake County; Illinois,67,114,4348,3957,36,37,785,318,95000,1510,1304,3955,2960,154,995,17,097,864203
Census Tract 8642.04; Lake County; Illinois,119,140,4732,3600,72,270,1118,266,87219,1651,1265,4073,3159,335,972,17,097,864204
Census Tract 8642.06; Lake County; Illinois,84,67,3197,2402,30,11,926,478,63285,1385,991,2867,2317,415,686,17,097,864206
Census Tract 8642.07; Lake County; Illinois,293,279,7227,5639,0,890,586,147,141563,2429,1985,6533,4328,203,2381,17,097,864207
Census Tract 8642.08; Lake County; Illinois,100,392,4074,3679,9,4,472,216,98545,1689,1198,3669,2912,141,915,17,097,864208
Census Tract 8643.03; Lake County; Illinois,108,61,4540,3904,32,157,250,98,188571,1528,1473,4081,2985,6,2082,17,097,864303
Census Tract 8643.05; Lake County; Illinois,68,41,3917,3438,41,167,149,251,119679,1834,1809,3375,3060,50,2122,17,097,864305
Census Tract 8643.06; Lake County; Illinois,53,27,2044,1866,0,52,52,123,177917,727,702,1939,1390,7,1066,17,097,864306
Census Tract 8643.07; Lake County; Illinois,21,34,2076,1916,0,85,12,63,154792,839,601,1928,1482,14,1002,17,097,864307
Census Tract 8643.08; Lake County; Illinois,75,124,4655,4316,37,106,308,317,161734,1697,1265,4192,3078,91,2155,17,097,864308
Census Tract 8644.02; Lake County; Illinois,85,190,7729,5834,130,1081,576,114,188000,2656,2562,7350,5503,384,3732,17,097,864402
Census Tract 8644.03; Lake County; Illinois,117,134,6275,4608,75,1088,381,103,224583,2035,1785,5637,4154,105,2924,17,097,864403
Census Tract 8644.07; Lake County; Illinois,106,112,6290,5014,30,1011,90,122,214323,2023,1994,5810,4239,92,3180,17,097,864407
Census Tract 8644.08; Lake County; Illinois,244,113,6066,5369,44,284,377,247,122870,2514,1757,5474,4355,67,2165,17,097,864408
Census Tract 8644.09; Lake County; Illinois,111,119,4326,3726,0,330,207,228,104652,1649,1236,3534,2967,131,1541,17,097,864409
Census Tract 8644.10; Lake County; Illinois,148,127,5234,4312,0,714,204,249,169125,1682,1653,4816,3355,51,2247,17,097,864410
Census Tract 8644.11; Lake County; Illinois,80,234,5318,4766,91,303,81,24,213630,1709,1642,4945,3444,83,2663,17,097,864411
Census Tract 8644.12; Lake County; Illinois,90,117,4093,3602,51,278,95,52,150344,1317,1283,3759,2640,159,1556,17,097,864412
Census Tract 8645.10; Lake County; Illinois,233,179,4853,2513,55,1515,1226,466,81781,2085,875,3726,3013,165,1720,17,097,864510
Census Tract 8645.11; Lake County; Illinois,343,80,6840,3946,74,1770,1359,632,116122,2346,1362,5816,4844,507,2601,17,097,864511
Census Tract 8645.12; Lake County; Illinois,130,92,4409,2463,57,1337,491,30,177750,1432,1210,3846,2831,69,2161,17,097,864512
Census Tract 8645.13; Lake County; Illinois,229,120,6069,4587,180,1020,240,117,161250,2130,1571,5397,3987,147,2844,17,097,864513
Census Tract 8645.14; Lake County; Illinois,60,21,2428,1382,6,944,88,47,142083,1024,783,2073,1744,18,1268,17,097,864514
Census Tract 8645.15; Lake County; Illinois,37,21,2960,2155,32,647,88,13,160357,986,954,2650,2129,38,1530,17,097,864515
Census Tract 8645.16; Lake County; Illinois,138,129,4307,2789,36,1349,96,143,135844,1543,1467,3902,2964,117,2052,17,097,864516
Census Tract 8645.17; Lake County; Illinois,52,82,3257,2352,0,791,111,179,168629,1102,1016,2764,2045,28,1609,17,097,864517
Census Tract 8645.18; Lake County; Illinois,245,83,5148,3680,0,1361,78,80,180739,1805,1684,4350,3574,2,2873,17,097,864518
Census Tract 8645.19; Lake County; Illinois,128,113,5514,3189,97,1653,435,273,129303,1749,1526,4873,3833,140,2613,17,097,864519
Census Tract 8645.20; Lake County; Illinois,135,152,5054,3011,85,1868,132,257,149861,1680,1405,4645,3372,91,2482,17,097,864520
Census Tract 8645.21; Lake County; Illinois,69,35,2749,1451,2,1220,23,84,144000,1476,1090,2518,2223,40,1691,17,097,864521
Census Tract 8645.22; Lake County; Illinois,123,11,4831,3893,18,638,265,44,200313,1634,1619,4530,3271,86,2628,17,097,864522
Census Tract 8645.23; Lake County; Illinois,101,296,3916,1980,81,1741,277,294,102708,1502,872,3228,2678,70,1879,17,097,864523
Census Tract 8645.24; Lake County; Illinois,91,165,4160,2297,897,849,18,939,117399,1550,563,3547,2625,79,2043,17,097,864524
Census Tract 8646.01; Lake County; Illinois,95,164,3651,3084,6,288,256,186,250001,1203,1134,3090,2507,40,2026,17,097,864601
Census Tract 8646.02; Lake County; Illinois,66,77,3853,3298,4,178,155,4,250001,1224,1214,3537,2369,11,1957,17,097,864602
Census Tract 8647; Lake County; Illinois,69,92,2657,2408,0,131,125,73,187976,988,906,2249,1903,5,1650,17,097,864700
